id_A,id_B,similarity_score,is_match
b000qxdj0y,http://www.google.com/base/feeds/snippets/18010943695830266377,0.277486485668807,0
b000qxdj0y,http://www.google.com/base/feeds/snippets/16433681558697255842,0.335613935351679,0
b00020633g,http://www.google.com/base/feeds/snippets/18405058220481329541,0.2963477271128635,0
b0007iqg2q,http://www.google.com/base/feeds/snippets/18405058220481329541,0.2931173371127096,0
b000b676fa,http://www.google.com/base/feeds/snippets/15577341303347278445,0.2615270899170113,0
b000hcxklc,http://www.google.com/base/feeds/snippets/15988714852413665745,0.4009487488075045,0
b000bgtvda,http://www.google.com/base/feeds/snippets/10066664236286478958,0.6899544331633469,0
b0007iqg2q,http://www.google.com/base/feeds/snippets/18395637668335924867,0.2442188711334164,0
b000cik6rc,http://www.google.com/base/feeds/snippets/13775362651326388438,0.2906652048830269,0
b000cik6rc,http://www.google.com/base/feeds/snippets/13796906802854864998,0.2797867041807985,0
b000egidpe,http://www.google.com/base/feeds/snippets/15577341303347278445,0.2121381154989513,0
b0009yx9be,http://www.google.com/base/feeds/snippets/18445827127704822533,0.3003171201765355,0
b000ivfciq,http://www.google.com/base/feeds/snippets/18445827127704822533,0.1850953696397584,0
b000bcgfe2,http://www.google.com/base/feeds/snippets/3306668805908280679,0.7571216593304846,0
b000bcgfe2,http://www.google.com/base/feeds/snippets/4615810080995000742,0.7571216593304846,0
b000h2421o,http://www.google.com/base/feeds/snippets/3192985906364439341,0.5860941419461456,0
b000h2421o,http://www.google.com/base/feeds/snippets/18177463782265275234,0.6254993689835218,0
b00007g3ai,http://www.google.com/base/feeds/snippets/14590739388057248882,0.7481606058258131,0
b00007g3ai,http://www.google.com/base/feeds/snippets/16171315423038143989,0.7481606058258131,0
b00008mnxr,http://www.google.com/base/feeds/snippets/18413075895200367717,0.3499206340018603,0
b0000c120d,http://www.google.com/base/feeds/snippets/18413075895200367717,0.3629422936304671,0
b00020633g,http://www.google.com/base/feeds/snippets/17149948893700452737,0.3335546434773158,0
b000v05f4k,http://www.google.com/base/feeds/snippets/5654238078872944077,0.1924274679377752,0
b000v05f4k,http://www.google.com/base/feeds/snippets/15507274987164673073,0.1799522567093716,0
b0007g9760,http://www.google.com/base/feeds/snippets/13771177133224281760,0.1150090236126525,0
b000hlt5hq,http://www.google.com/base/feeds/snippets/18010943695830266377,0.3289557858349047,0
b0009yx9be,http://www.google.com/base/feeds/snippets/13771177133224281760,0.3873415380768694,0
b00008mnxr,http://www.google.com/base/feeds/snippets/15404585187042606500,0.3438735325567572,0
b0002oqy1i,http://www.google.com/base/feeds/snippets/16942168582476586182,0.7883161396047726,1
b0002oqy1i,http://www.google.com/base/feeds/snippets/16969493842479402672,0.695629809692319,0
b000gh2pa0,http://www.google.com/base/feeds/snippets/13582930230756997101,0.5255271731302202,0
b0000c6fjm,http://www.google.com/base/feeds/snippets/15800184450191067839,0.4030344007537952,0
b000gh2pa0,http://www.google.com/base/feeds/snippets/9445487736380311288,0.4607574155637631,0
b000hed3gm,http://www.google.com/base/feeds/snippets/15075617952954602482,0.6100550223094524,0
b0000959kx,http://www.google.com/base/feeds/snippets/8283450521159112077,0.6239048057850518,0
b000nkfee4,http://www.google.com/base/feeds/snippets/18177463782265275234,0.1053106475475315,0
b000nkfee4,http://www.google.com/base/feeds/snippets/3192985906364439341,0.0817497923120382,0
b000h25yr0,http://www.google.com/base/feeds/snippets/18398774476993389905,0.5033248931567786,0
b000h25yr0,http://www.google.com/base/feeds/snippets/13771177133224281760,0.5953446967318548,0
b000v7vz2e,http://www.google.com/base/feeds/snippets/14872602878188858026,0.4847150499383394,0
b000b676fa,http://www.google.com/base/feeds/snippets/4295762370065792405,0.1439761548563613,0
b000egidpe,http://www.google.com/base/feeds/snippets/4295762370065792405,0.0588704368134604,0
b000v809mk,http://www.google.com/base/feeds/snippets/17661636837802252450,0.5335509196571533,0
b000v809mk,http://www.google.com/base/feeds/snippets/11843865066277931206,0.4823530153290106,0
b000csralc,http://www.google.com/base/feeds/snippets/7893604833764557727,0.5759119183404842,0
b000v7y5j4,http://www.google.com/base/feeds/snippets/17661636837802252450,0.421058273447451,0
b000v7y5j4,http://www.google.com/base/feeds/snippets/11843865066277931206,0.4475216128593693,0
b000euhk3g,http://www.google.com/base/feeds/snippets/10688959294324458483,0.4111145305304133,0
b000o3d94m,http://www.google.com/base/feeds/snippets/5515688203820371988,0.7078229385104442,0
b000o3d94m,http://www.google.com/base/feeds/snippets/17926987006913487270,0.4990636459411213,0
b000ffsgho,http://www.google.com/base/feeds/snippets/17926987006913487270,0.6071717333783611,0
b000gcd73y,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2449319968147189,0
b00002s6sc,http://www.google.com/base/feeds/snippets/1203903874013146755,0.5125137448622157,0
b00002s6sc,http://www.google.com/base/feeds/snippets/12525003246277129153,0.5125137448622157,0
b000cditbc,http://www.google.com/base/feeds/snippets/18412791404030697965,0.2225073942471598,0
b000fjs8sc,http://www.google.com/base/feeds/snippets/18412791404030697965,0.2368243279278307,0
b0009y6ewu,http://www.google.com/base/feeds/snippets/18412791404030697965,0.0755654143759584,0
b000bo9rt0,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2640719510032821,0
b000fabege,http://www.google.com/base/feeds/snippets/18445827127704822533,0.3157579961301922,0
b000162zq0,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2339325320686994,0
b000h774k0,http://www.google.com/base/feeds/snippets/18445827127704822533,0.3221854552709616,0
b0009yegcu,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2465673856001318,0
b000b6n2o4,http://www.google.com/base/feeds/snippets/18445827127704822533,0.1983214744284578,0
b000edjjhs,http://www.google.com/base/feeds/snippets/18412791404030697965,0.116561182512945,0
b000epcfz4,http://www.google.com/base/feeds/snippets/18445827127704822533,0.1508884786137127,0
b000fb9w3a,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2642546662899697,0
b000gkxmea,http://www.google.com/base/feeds/snippets/18445827127704822533,0.1623401664993035,0
b000ivkrvs,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2059957287510012,0
b000ivkrww,http://www.google.com/base/feeds/snippets/18445827127704822533,0.2624094246888794,0
b00006jo4g,http://www.google.com/base/feeds/snippets/10901373095934236651,0.6441555919445787,0
b00006jo4g,http://www.google.com/base/feeds/snippets/11265957088683077055,0.6441555919445787,0
b00004tj14,http://www.google.com/base/feeds/snippets/18395209041486825295,0.4778439889173314,0
b00002s5ig,http://www.google.com/base/feeds/snippets/10901373095934236651,0.5996624803617241,0
b00002s5ig,http://www.google.com/base/feeds/snippets/11265957088683077055,0.5996624803617241,0
b000exq2cs,http://www.google.com/base/feeds/snippets/18387170188665857199,0.565623655631144,0
b000exw510,http://www.google.com/base/feeds/snippets/18387170188665857199,0.5601707980001245,0
b0001ym04e,http://www.google.com/base/feeds/snippets/17199484078910375888,0.2319541489950963,0
b000afkxso,http://www.google.com/base/feeds/snippets/16880957175645692718,0.086840219938454,0
b000o39tgo,http://www.google.com/base/feeds/snippets/16880028183560827373,0.5097536838250222,0
b000cc09uw,http://www.google.com/base/feeds/snippets/1611810981921795487,0.2310449817849706,0
b0007yepy6,http://www.google.com/base/feeds/snippets/10066664236286478958,0.3212300401852814,0
b000i7zabo,http://www.google.com/base/feeds/snippets/16964964575879653222,0.4037746489601724,0
b0007r7e7i,http://www.google.com/base/feeds/snippets/13962528990635632990,0.2192461312946982,0
b0001ym04e,http://www.google.com/base/feeds/snippets/12776057589362570320,0.2183151395347919,0
b000cditbc,http://www.google.com/base/feeds/snippets/1611810981921795487,0.2973697812985992,0
b000hcxklc,http://www.google.com/base/feeds/snippets/18416188802563653999,0.1740311834261481,0
b0007yepyg,http://www.google.com/base/feeds/snippets/10066664236286478958,0.2286706000111521,0
b000afkxso,http://www.google.com/base/feeds/snippets/15389880066298029811,0.1330070673449118,0
b000bd1ad2,http://www.google.com/base/feeds/snippets/15389880066298029811,0.178907799894345,0
b000nkj29c,http://www.google.com/base/feeds/snippets/16573354058682977088,0.1945072718248669,0
b000t53788,http://www.google.com/base/feeds/snippets/18400264612493053038,0.1694509183561881,0
b000nkj29c,http://www.google.com/base/feeds/snippets/4699273716641936158,0.2202574579414842,0
b000t53788,http://www.google.com/base/feeds/snippets/15988714852413665745,0.1894801802784013,0
b0006aaoiw,http://www.google.com/base/feeds/snippets/13962528990635632990,0.2882596062177197,0
b000hlt5hq,http://www.google.com/base/feeds/snippets/17221922176779319047,0.2087703938381274,0
b000bd1ad2,http://www.google.com/base/feeds/snippets/16880957175645692718,0.0912148187393272,0
b000cc22ys,http://www.google.com/base/feeds/snippets/1611810981921795487,0.1562216103887206,0
b00008nruc,http://www.google.com/base/feeds/snippets/18411875162562199123,0.0521465469757419,0
b000btas3y,http://www.google.com/base/feeds/snippets/16880957175645692718,0.2127094711671298,0
b0009y6ewu,http://www.google.com/base/feeds/snippets/1611810981921795487,0.1969962732282062,0
b0009xb12o,http://www.google.com/base/feeds/snippets/14443748429238960679,0.1153921747560659,0
b000mcianu,http://www.google.com/base/feeds/snippets/18055289311900407768,0.5475077500257359,0
b000i7zabo,http://www.google.com/base/feeds/snippets/14079779635185918620,0.2669989655990114,0
b000bcz8ng,http://www.google.com/base/feeds/snippets/11347715051073156775,0.2085366873565709,0
b0009xb12o,http://www.google.com/base/feeds/snippets/1611810981921795487,0.2325522270669911,0
b000in351k,http://www.google.com/base/feeds/snippets/17326098494894452732,0.1811734468709434,0
b000in8nhq,http://www.google.com/base/feeds/snippets/17326098494894452732,0.1947778960653288,0
b000cc22ys,http://www.google.com/base/feeds/snippets/13430373859650330295,0.1609406112247803,0
b000fqvxf0,http://www.google.com/base/feeds/snippets/1611810981921795487,0.3619029512733349,0
b000hpf7p6,http://www.google.com/base/feeds/snippets/11843865066277931206,0.2539366160828807,0
b000hpf7p6,http://www.google.com/base/feeds/snippets/1943468973342706865,0.2670464989939833,0
b000ju9ndq,http://www.google.com/base/feeds/snippets/14079779635185918620,0.1589797694728789,0
b0002vcuzk,http://www.google.com/base/feeds/snippets/16964964575879653222,0.1349054745264604,0
b0002vcuzk,http://www.google.com/base/feeds/snippets/14079779635185918620,0.1435699936117428,0
b000h774k0,http://www.google.com/base/feeds/snippets/18358728426530670777,0.3467911954701567,0
b000fqvxf0,http://www.google.com/base/feeds/snippets/14443748429238960679,0.2211564489548307,0
b000cc09uw,http://www.google.com/base/feeds/snippets/16880957175645692718,0.3321414480804013,0
b000btas3y,http://www.google.com/base/feeds/snippets/14443748429238960679,0.1537875967186187,0
b000gcd73y,http://www.google.com/base/feeds/snippets/18405058220481329541,0.1378597853415092,0
b0007g9760,http://www.google.com/base/feeds/snippets/13804410937823415271,0.2363976302654301,0
b000ju9ndq,http://www.google.com/base/feeds/snippets/18177463782265275234,0.1723806106274975,0
b0007yll20,http://www.google.com/base/feeds/snippets/11553460726656084647,0.1807732977924878,0
b0009yegcu,http://www.google.com/base/feeds/snippets/13769671790180310327,0.2832643199986815,0
b0002nt5ho,http://www.google.com/base/feeds/snippets/18381906790026125106,0.1411461458979332,0
b000bcz8ng,http://www.google.com/base/feeds/snippets/15389880066298029811,0.272437080068419,0
b0006aaoiw,http://www.google.com/base/feeds/snippets/1883379429602083103,0.283586297058762,0
b000in351k,http://www.google.com/base/feeds/snippets/17036928989465404370,0.19633615149946,0
b000in8nhq,http://www.google.com/base/feeds/snippets/17036928989465404370,0.2071577302649619,0
b0007r7e7i,http://www.google.com/base/feeds/snippets/1883379429602083103,0.2207054005365966,0
b00004tj14,http://www.google.com/base/feeds/snippets/2930329403993141037,0.2649661443355872,0
b000h1xy3m,http://www.google.com/base/feeds/snippets/17451370028015177558,0.815509411856985,1
b0007yll20,http://www.google.com/base/feeds/snippets/3473826515983580841,0.1577240447066096,0
b000rhdusa,http://www.google.com/base/feeds/snippets/4233168214815079628,0.3190388623304969,0
b000o39tgo,http://www.google.com/base/feeds/snippets/5654238078872944077,0.1269336971201216,0
b000edjjhs,http://www.google.com/base/feeds/snippets/14443748429238960679,0.3377305446791051,0
b000ndibjq,http://www.google.com/base/feeds/snippets/18406867413031084183,0.7397713927740265,0
b000162zq0,http://www.google.com/base/feeds/snippets/18382903514613113420,0.2456123027699697,0
b000io7a9m,http://www.google.com/base/feeds/snippets/16880957175645692718,0.036382272038493,0
b000o39u8q,http://www.google.com/base/feeds/snippets/5654238078872944077,0.0773103258050574,0
b000bo9rt0,http://www.google.com/base/feeds/snippets/16978988391209170797,0.4038875901069451,0
b000o3bj3k,http://www.google.com/base/feeds/snippets/5654238078872944077,0.1231455335713896,0
b000q1pyzo,http://www.google.com/base/feeds/snippets/5654238078872944077,0.1793106842325054,0
b000o39u8q,http://www.google.com/base/feeds/snippets/15507274987164673073,0.084109829172682,0
b000o3bj3k,http://www.google.com/base/feeds/snippets/15507274987164673073,0.1224960909771015,0
b000q1pyzo,http://www.google.com/base/feeds/snippets/15507274987164673073,0.1961496496657723,0
b000ndibkk,http://www.google.com/base/feeds/snippets/18406867413031084183,0.7417848991544576,0
b000hed3fs,http://www.google.com/base/feeds/snippets/17451370028015177558,0.7433057113970035,0
b000o3d9ce,http://www.google.com/base/feeds/snippets/5654238078872944077,0.064230877298187,0
b000o3d9ce,http://www.google.com/base/feeds/snippets/15507274987164673073,0.0702247106134405,0
b000bhq5jw,http://www.google.com/base/feeds/snippets/13962528990635632990,0.3079534564608291,0
b000nkpf7u,http://www.google.com/base/feeds/snippets/5654238078872944077,0.0464146395194692,0
b000nkpf7u,http://www.google.com/base/feeds/snippets/15507274987164673073,0.0494313993170969,0
b000ivfciq,http://www.google.com/base/feeds/snippets/17149948893700452737,0.1449993554202255,0
b000hkpb3e,http://www.google.com/base/feeds/snippets/17758768496498527800,0.3162786798887541,0
b000bhq5jw,http://www.google.com/base/feeds/snippets/1883379429602083103,0.2990048127039161,0
b000epcfz4,http://www.google.com/base/feeds/snippets/17149948893700452737,0.2245705699058969,0
b000b6n2o4,http://www.google.com/base/feeds/snippets/18308374908816476565,0.1943688629257986,0
b00023azve,http://www.google.com/base/feeds/snippets/11816902045207686274,0.6027062068470375,0
b000pijt6i,http://www.google.com/base/feeds/snippets/2062975649512805986,0.5872435420039617,0
b000fb9w3a,http://www.google.com/base/feeds/snippets/725822618923623741,0.4258271266068119,0
b00006h38u,http://www.google.com/base/feeds/snippets/16956549603239486399,-0.0149062137059982,0
b000h5j4ka,http://www.google.com/base/feeds/snippets/12991998923940483779,0.6351875075368505,0
b0002c3vqq,http://www.google.com/base/feeds/snippets/11843865066277931206,0.2703074671314907,0
b0002c3vqq,http://www.google.com/base/feeds/snippets/1943468973342706865,0.2921704054842942,0
b000rhdusa,http://www.google.com/base/feeds/snippets/7744305702477366904,0.282742836204729,0
b000fabege,http://www.google.com/base/feeds/snippets/16978988391209170797,0.2615385369808811,0
b000io7a9m,http://www.google.com/base/feeds/snippets/15389880066298029811,0.0139656879172221,0
b000gkxmea,http://www.google.com/base/feeds/snippets/15893880004435051441,0.1168081983712632,0
b000068xo6,http://www.google.com/base/feeds/snippets/18413075895200367717,0.2228649261149396,0
b000exu9ay,http://www.google.com/base/feeds/snippets/18433413888105089937,0.3775315980098073,0
b000ivkrvs,http://www.google.com/base/feeds/snippets/18382903514613113420,0.1606545116168471,0
b000ivkrww,http://www.google.com/base/feeds/snippets/18382903514613113420,0.1727617673820135,0
b000u1w4us,http://www.google.com/base/feeds/snippets/3621810113236094380,0.1397652659039235,0
b00006h38u,http://www.google.com/base/feeds/snippets/10432571578455910310,0.1668564443678533,0
b000a7mfn8,http://www.google.com/base/feeds/snippets/3360196621571367222,0.3969935959053964,0
b000b6oboy,http://www.google.com/base/feeds/snippets/12995633419619423983,0.2684194685976822,0
b000b6oboy,http://www.google.com/base/feeds/snippets/6568536681076463852,0.2253989426967726,0
b000fzxiou,http://www.google.com/base/feeds/snippets/18055289311900407768,0.3610777157875651,0
b000fzxiou,http://www.google.com/base/feeds/snippets/8395248988761650431,0.3195330633248004,0
b000fzz77q,http://www.google.com/base/feeds/snippets/18055289311900407768,0.2652333464518825,0
b000fzz77q,http://www.google.com/base/feeds/snippets/8395248988761650431,0.2794591969450882,0
b000j588g4,http://www.google.com/base/feeds/snippets/18433413888105089937,0.4064867341227126,0
b000kjzigw,http://www.google.com/base/feeds/snippets/8395248988761650431,0.3644758553914824,0
b000mcianu,http://www.google.com/base/feeds/snippets/8395248988761650431,0.2760946172025669,0
b000u1w4us,http://www.google.com/base/feeds/snippets/13321642681501377375,0.0812683402916104,0
b000f613x2,http://www.google.com/base/feeds/snippets/8283450521159112077,0.5537633641230297,0
b000hi1i9c,http://www.google.com/base/feeds/snippets/13771177133224281760,0.3216619320112295,0
b000jx1kdy,http://www.google.com/base/feeds/snippets/13771177133224281760,0.3443948817618666,0
b00078x3hm,http://www.google.com/base/feeds/snippets/18435579466587005010,0.6681934001462664,0
b000aa8796,http://www.google.com/base/feeds/snippets/15315822485835000773,0.728768404625449,0
b000g7wses,http://www.google.com/base/feeds/snippets/15318442980556593434,0.7719378263893958,0
b0006g2wke,http://www.google.com/base/feeds/snippets/18416188802563653999,0.3737770933327657,0
b000aa8796,http://www.google.com/base/feeds/snippets/8283450521159112077,0.6742992873041531,0
b000h27swy,http://www.google.com/base/feeds/snippets/2209370345378693785,0.1635097832955146,0
b0009ren8e,http://www.google.com/base/feeds/snippets/13936651598678930053,0.1265500473762559,0
b000g7wses,http://www.google.com/base/feeds/snippets/17199343428206068180,0.6337068027018995,0
b0009stm6g,http://www.google.com/base/feeds/snippets/18387170188665857199,0.6041092540535782,0
b0007yepy6,http://www.google.com/base/feeds/snippets/13796906802854864998,0.3420145915675656,0
b000067fdw,http://www.google.com/base/feeds/snippets/12905177887993533095,0.1720675382215766,0
b000gamw7s,http://www.google.com/base/feeds/snippets/825708128584676723,0.4315948662303028,0
b000eqy0ss,http://www.google.com/base/feeds/snippets/17293379770636740081,0.5127462029372966,0
b000bdiqpc,http://www.google.com/base/feeds/snippets/13616236861396817271,0.2225368170426929,0
b000bckmaa,http://www.google.com/base/feeds/snippets/13468530879861986847,0.1731149696750546,0
b000v7vz2e,http://www.google.com/base/feeds/snippets/18387170188665857199,0.4797359095144414,0
b00005rd70,http://www.google.com/base/feeds/snippets/14580956550390828637,0.263983135011544,0
b000edkurg,http://www.google.com/base/feeds/snippets/12905177887993533095,0.2892941171398067,0
b0002ibev4,http://www.google.com/base/feeds/snippets/15826564930744658524,0.1886322848243142,0
b000keho0a,http://www.google.com/base/feeds/snippets/18412806770198800753,0.6691499443891509,0
b000h1xy3m,http://www.google.com/base/feeds/snippets/12644706112820906522,0.4604925388363681,0
b000g6gn2m,http://www.google.com/base/feeds/snippets/16758368985966319493,0.0397635142622855,0
b000hcl5sm,http://www.google.com/base/feeds/snippets/15826564930744658524,0.3813358824560392,0
b0002ibeve,http://www.google.com/base/feeds/snippets/15826564930744658524,0.4157620211349589,0
b00006ijx1,http://www.google.com/base/feeds/snippets/16758368985966319493,0.1775761697724238,0
b000exu9ay,http://www.google.com/base/feeds/snippets/14011249272576970385,0.49478695668607,0
b000ab601m,http://www.google.com/base/feeds/snippets/16433681558697255842,0.41011885652437,0
b000o39qyo,http://www.google.com/base/feeds/snippets/16758368985966319493,-0.0776379434885175,0
b0009nr9mu,http://www.google.com/base/feeds/snippets/16758368985966319493,0.0324620717055684,0
b0007zf3ge,http://www.google.com/base/feeds/snippets/14580956550390828637,0.414138041775025,0
b0002h6x34,http://www.google.com/base/feeds/snippets/10688959294324458483,0.4658531124435517,0
b000b45pkk,http://www.google.com/base/feeds/snippets/13771177133224281760,0.1529928561819476,0
b00032hey0,http://www.google.com/base/feeds/snippets/18411497537643606746,0.0596958892705429,0
b000bgtvda,http://www.google.com/base/feeds/snippets/12737245292905990966,0.7452052305430408,1
b000eiau3u,http://www.google.com/base/feeds/snippets/9592753698712041843,0.2855775533095634,0
b000hlt5g2,http://www.google.com/base/feeds/snippets/1861020527779170726,0.5820259706247829,0
b000jx5nm8,http://www.google.com/base/feeds/snippets/13771177133224281760,0.2813833026439753,0
b000ezp0n8,http://www.google.com/base/feeds/snippets/3377135321507891586,0.1401098423897088,0
b000ezmxz6,http://www.google.com/base/feeds/snippets/3377135321507891586,0.1374995118589965,0
b000kn7dde,http://www.google.com/base/feeds/snippets/9592753698712041843,0.2158372300987344,0
b0002667o0,http://www.google.com/base/feeds/snippets/14357938480834022848,0.180179337329615,0
b000bckmaa,http://www.google.com/base/feeds/snippets/3576584533164829164,0.1366284545119748,0
b00009apna,http://www.google.com/base/feeds/snippets/12243674671451624208,0.0580825965660272,0
b00032hey0,http://www.google.com/base/feeds/snippets/13703162595446844265,0.2126366657405776,0
b0009n4gx0,http://www.google.com/base/feeds/snippets/2765643656625385578,0.1270010453953388,0
b0009n4gx0,http://www.google.com/base/feeds/snippets/5240409242519114973,0.1270010453953388,0
b000dn7k8y,http://www.google.com/base/feeds/snippets/15645075770736292688,0.3823668134857845,0
b00062jdka,http://www.google.com/base/feeds/snippets/10688959294324458483,0.4518526374646192,0
b000eiau3u,http://www.google.com/base/feeds/snippets/10686405526722482213,0.1105920532906789,0
b000gamw7s,http://www.google.com/base/feeds/snippets/7742313617688572944,0.2969725523014208,0
b00006ijx1,http://www.google.com/base/feeds/snippets/747800619686534084,0.0121606830798244,0
b000kn7dde,http://www.google.com/base/feeds/snippets/10686405526722482213,-0.0377098221698131,0
b000gr1ceu,http://www.google.com/base/feeds/snippets/18407763828897928168,0.1722836794379834,0
b000ezp0n8,http://www.google.com/base/feeds/snippets/10686405526722482213,0.2225922139210234,0
b000ezmxz6,http://www.google.com/base/feeds/snippets/10686405526722482213,0.229492707882798,0
b0007yepyg,http://www.google.com/base/feeds/snippets/13796906802854864998,0.1642479417645647,0
b000fbgav2,http://www.google.com/base/feeds/snippets/18364140307508478752,0.7089541241302285,1
b0002wt64m,http://www.google.com/base/feeds/snippets/18320700833356403146,0.1639433958607087,0
b0000als2s,http://www.google.com/base/feeds/snippets/13366246536827294748,0.091172967760619,0
b0006aao9g,http://www.google.com/base/feeds/snippets/7301206683390188373,0.3576772239557642,0
b000hi1i9c,http://www.google.com/base/feeds/snippets/2651646167662758246,0.662852632501926,0
b000jx1kdy,http://www.google.com/base/feeds/snippets/2651646167662758246,0.7081945585755656,0
b000bi8m2e,http://www.google.com/base/feeds/snippets/12905177887993533095,0.2468889048278395,0
b000qclgqo,http://www.google.com/base/feeds/snippets/10307558685940721323,0.3221282316881037,0
b000gr1ceu,http://www.google.com/base/feeds/snippets/13703162595446844265,0.1312558229860703,0
b000ayznhg,http://www.google.com/base/feeds/snippets/18364140307508478752,0.7200688105649756,0
b000bgj09k,http://www.google.com/base/feeds/snippets/18364140307508478752,0.7326680812016941,0
b00004t2un,http://www.google.com/base/feeds/snippets/13023052343955574084,0.3875725897364185,0
b00004t2un,http://www.google.com/base/feeds/snippets/13637950682292849732,0.3273079580249338,0
b000067fdw,http://www.google.com/base/feeds/snippets/12929376828198358220,0.0499374886170572,0
b00009k780,http://www.google.com/base/feeds/snippets/13657143785989719452,0.5622012646318928,0
b00009k780,http://www.google.com/base/feeds/snippets/17001745805951209994,0.5622012646318928,0
b0000ycfdq,http://www.google.com/base/feeds/snippets/10066664236286478958,0.2103720902266192,0
b0001d56uu,http://www.google.com/base/feeds/snippets/14336723873191472284,0.2271434256336116,0
b0001d56uu,http://www.google.com/base/feeds/snippets/15225033550813138835,0.1630473094565875,0
b00062jdka,http://www.google.com/base/feeds/snippets/15694710970361762708,0.0983046318381903,0
b0009hj5ve,http://www.google.com/base/feeds/snippets/13546228176125486328,0.3868188612025035,0
b000a2aknu,http://www.google.com/base/feeds/snippets/747800619686534084,0.5657028087542,0
b000bdiqpc,http://www.google.com/base/feeds/snippets/15566059362788724237,0.2248263525315977,0
b000bi8m2e,http://www.google.com/base/feeds/snippets/18446496383812786183,-0.0391385696202522,0
b000byrinm,http://www.google.com/base/feeds/snippets/17097582636162965222,0.1973862728202263,0
b000edkurg,http://www.google.com/base/feeds/snippets/18446496383812786183,0.0150649105350977,0
b000exw524,http://www.google.com/base/feeds/snippets/13441425150917109811,0.078315821620953,0
b000ffsgho,http://www.google.com/base/feeds/snippets/7213428761907802812,0.308990459141123,0
b000g6gn2m,http://www.google.com/base/feeds/snippets/12694731449332312647,0.1582653970130605,0
b000h27puo,http://www.google.com/base/feeds/snippets/11074001228753734927,0.2353928411492337,0
b000hcl5sm,http://www.google.com/base/feeds/snippets/18446496383812786183,0.010438223959457,0
b000hhxeuo,http://www.google.com/base/feeds/snippets/15577341303347278445,0.3008751739210193,0
