id_A,id_B,certificate_score,evidence_count,witness_path,region_size,jaccard_score,tfidf_score,sbert_score,value_score,is_match
b000qxdj0y,http://www.google.com/base/feeds/snippets/18010943695830266377,10.927446,6,strong_rescue::block_id|categorical_model|categorical_value|digit_signature|model_code|token_skeleton,1,0.04878048780487805,0.12371556323183588,0.27748648566880707,0.14999417890184033,0
b000qxdj0y,http://www.google.com/base/feeds/snippets/16433681558697255842,10.468389,6,strong_rescue::block_id|categorical_model|categorical_value|digit_signature|model_code|rare_token,1,0.125,0.07609222464026622,0.33561393535167905,0.17890205333064843,0
b00020633g,http://www.google.com/base/feeds/snippets/18405058220481329541,9.7,5,strong_rescue::block_id|categorical_model|categorical_value|digit_signature|model_code,1,0.0,0.04875264298744762,0.2963477271128635,0.11503345670010372,0
b0007iqg2q,http://www.google.com/base/feeds/snippets/18405058220481329541,9.7,5,strong_rescue::block_id|categorical_model|categorical_value|digit_signature|model_code,1,0.0,0.034529131945769134,0.29311733711270965,0.10921548968615959,0
b000b676fa,http://www.google.com/base/feeds/snippets/15577341303347278445,9.7,5,strong_rescue::block_id|categorical_model|categorical_value|digit_signature|model_code,1,0.041666666666666664,0.03835687055842751,0.26152708991701135,0.11385020904736849,0
b000hcxklc,http://www.google.com/base/feeds/snippets/15988714852413665745,8.99459,5,strong_rescue::block_id|digit_signature|model_code|prefix_pair|token_skeleton,1,0.06993006993006994,0.13686965784472463,0.40094874880750453,0.20258282552743304,0
b000bgtvda,http://www.google.com/base/feeds/snippets/10066664236286478958,8.728028,7,strong_rescue::block_id|categorical_value|digit_signature|field_presence|long_pair|rare_token|token_skeleton,1,0.22807017543859648,0.39790149344273557,0.6899544331633469,0.43864203401489305,0
b0007iqg2q,http://www.google.com/base/feeds/snippets/18395637668335924867,8.356864,4,strong_rescue::block_id|categorical_model|categorical_value|model_code,1,0.13043478260869565,0.03885893313450797,0.24421887113341645,0.13783752895887336,0
b000cik6rc,http://www.google.com/base/feeds/snippets/13775362651326388438,8.35,4,strong_rescue::block_id|categorical_model|categorical_value|model_code,1,0.09433962264150944,0.07865411674339262,0.29066520488302694,0.15455298142264298,0
b000cik6rc,http://www.google.com/base/feeds/snippets/13796906802854864998,8.35,4,strong_rescue::block_id|categorical_model|categorical_value|model_code,1,0.10204081632653061,0.08743156014115992,0.27978670418079854,0.15641969354949636,0
b000egidpe,http://www.google.com/base/feeds/snippets/15577341303347278445,8.35,4,strong_rescue::block_id|categorical_model|categorical_value|model_code,1,0.05084745762711865,0.05935816869323947,0.21213811549895137,0.10744791393976982,0
b0009yx9be,http://www.google.com/base/feeds/snippets/18445827127704822533,8.307196,5,strong_rescue::block_id|digit_signature|field_presence|model_code|token_skeleton,1,0.21428571428571427,0.2505140811935527,0.3003171201765355,0.2550389718852675,0
b000ivfciq,http://www.google.com/base/feeds/snippets/18445827127704822533,8.303672,5,strong_rescue::block_id|digit_signature|field_presence|model_code|token_skeleton,1,0.2608695652173913,0.1629656404183088,0.18509536963975848,0.20297685842515287,0
b000bcgfe2,http://www.google.com/base/feeds/snippets/3306668805908280679,8.271084,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.2236842105263158,0.42758312229212386,0.7571216593304846,0.46946299738297476,0
b000bcgfe2,http://www.google.com/base/feeds/snippets/4615810080995000742,8.271084,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.2236842105263158,0.42758312229212386,0.7571216593304846,0.46946299738297476,0
b000h2421o,http://www.google.com/base/feeds/snippets/3192985906364439341,8.25447,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.14492753623188406,0.22147457236052023,0.5860941419461456,0.3174987501795166,0
b000h2421o,http://www.google.com/base/feeds/snippets/18177463782265275234,8.251551,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.12857142857142856,0.18620087933098578,0.6254993689835218,0.31342389229531203,0
b00007g3ai,http://www.google.com/base/feeds/snippets/14590739388057248882,8.245923,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.13432835820895522,0.3630709835160683,0.7481606058258131,0.4151866491836122,0
b00007g3ai,http://www.google.com/base/feeds/snippets/16171315423038143989,8.245923,6,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.13432835820895522,0.3630709835160683,0.7481606058258131,0.4151866491836122,0
b00008mnxr,http://www.google.com/base/feeds/snippets/18413075895200367717,8.19417,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.05128205128205128,0.1809733019452501,0.34992063400186035,0.19405866240972058,0
b0000c120d,http://www.google.com/base/feeds/snippets/18413075895200367717,8.191064,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.0958904109589041,0.23742939942441932,0.36294229363046715,0.23208736800459687,0
b00020633g,http://www.google.com/base/feeds/snippets/17149948893700452737,8.186548,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.0392156862745098,0.24761597580197242,0.3335546434773158,0.20679543518459934,0
b000v05f4k,http://www.google.com/base/feeds/snippets/5654238078872944077,8.180571,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.05641025641025641,0.08614979616324481,0.1924274679377752,0.11166250683709215,0
b000v05f4k,http://www.google.com/base/feeds/snippets/15507274987164673073,8.179516,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.05,0.08347534157389651,0.17995225670937162,0.10447586609442272,0
b0007g9760,http://www.google.com/base/feeds/snippets/13771177133224281760,8.174262,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.03875968992248062,0.07657804534186761,0.11500902361265258,0.07678225295900028,0
b000hlt5hq,http://www.google.com/base/feeds/snippets/18010943695830266377,8.172957,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.1388888888888889,0.2545921076029192,0.3289557858349047,0.24081226077557094,0
b0009yx9be,http://www.google.com/base/feeds/snippets/13771177133224281760,8.160349,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.11764705882352941,0.14156701625023732,0.38734153807686944,0.2155185377168787,0
b00008mnxr,http://www.google.com/base/feeds/snippets/15404585187042606500,8.155108,4,strong_rescue::block_id|digit_signature|model_code|token_skeleton,1,0.07804878048780488,0.2018523394707709,0.34387353255675723,0.20792488417177765,0
b0002oqy1i,http://www.google.com/base/feeds/snippets/16942168582476586182,8.12021,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.2542372881355932,0.45936884224132635,0.7883161396047726,0.5006407566605641,1
b0002oqy1i,http://www.google.com/base/feeds/snippets/16969493842479402672,8.116099,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.2711864406779661,0.43896970290134046,0.695629809692319,0.4685953177572085,0
b000gh2pa0,http://www.google.com/base/feeds/snippets/13582930230756997101,8.09618,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.21428571428571427,0.28663072292891334,0.5255271731302202,0.34214787011494935,0
b0000c6fjm,http://www.google.com/base/feeds/snippets/15800184450191067839,8.094166,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.07017543859649122,0.18526547279041067,0.40303440075379526,0.21949177071356574,0
b000gh2pa0,http://www.google.com/base/feeds/snippets/9445487736380311288,8.087734,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.21428571428571427,0.27317182576368204,0.46075741556376315,0.3160716518710532,0
b000hed3gm,http://www.google.com/base/feeds/snippets/15075617952954602482,8.068853,5,strong_rescue::anchor_bigram|block_id|digit_signature|long_pair|token_skeleton,1,0.0784313725490196,0.3588214068284469,0.6100550223094524,0.3491026005623063,0
b0000959kx,http://www.google.com/base/feeds/snippets/8283450521159112077,7.776071,5,strong_rescue::block_id|categorical_value|digit_signature|long_pair|token_skeleton,1,0.0975609756097561,0.23931950522371737,0.6239048057850518,0.3202617622061751,0
b000nkfee4,http://www.google.com/base/feeds/snippets/18177463782265275234,7.747276,4,strong_rescue::block_id|digit_signature|model_code|prefix_pair,1,0.08620689655172414,0.07589316687281009,0.10531064754753158,0.08913690365735527,0
b000nkfee4,http://www.google.com/base/feeds/snippets/3192985906364439341,7.733035,4,strong_rescue::block_id|digit_signature|model_code|prefix_pair,1,0.06779661016949153,0.07361465313919621,0.08174979231203827,0.074387018540242,0
b000h25yr0,http://www.google.com/base/feeds/snippets/18398774476993389905,7.699934,5,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|long_pair,1,0.10843373493975904,0.16637305920551515,0.5033248931567786,0.2593772291006843,0
b000h25yr0,http://www.google.com/base/feeds/snippets/13771177133224281760,7.69242,5,strong_rescue::anchor_bigram|block_id|categorical_value|digit_signature|long_pair,1,0.07317073170731707,0.19572063424660532,0.5953446967318548,0.28807868756192573,0
b000v7vz2e,http://www.google.com/base/feeds/snippets/14872602878188858026,7.668104,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.044444444444444446,0.2224446936378386,0.4847150499383394,0.2505347293402075,0
b000b676fa,http://www.google.com/base/feeds/snippets/4295762370065792405,7.663766,3,strong_rescue::categorical_model|categorical_value|model_code,1,0.0,0.0,0.14397615485636137,0.04799205161878712,0
b000egidpe,http://www.google.com/base/feeds/snippets/4295762370065792405,7.65,3,strong_rescue::categorical_model|categorical_value|model_code,1,0.0,0.0,0.05887043681346041,0.019623478937820137,0
b000v809mk,http://www.google.com/base/feeds/snippets/17661636837802252450,7.588145,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.18181818181818182,0.2381032814088646,0.5335509196571533,0.3178241276280666,0
b000v809mk,http://www.google.com/base/feeds/snippets/11843865066277931206,7.587294,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.18181818181818182,0.2915895315276893,0.48235301532901065,0.3185869095582939,0
b000csralc,http://www.google.com/base/feeds/snippets/7893604833764557727,7.562462,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.08571428571428572,0.1493249003972385,0.5759119183404842,0.2703170348173361,0
b000v7y5j4,http://www.google.com/base/feeds/snippets/17661636837802252450,7.559172,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.16666666666666666,0.18961767439932958,0.42105827344745106,0.2591142048378158,0
b000v7y5j4,http://www.google.com/base/feeds/snippets/11843865066277931206,7.553687,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.16666666666666666,0.2322123765800901,0.4475216128593693,0.2821335520353754,0
b000euhk3g,http://www.google.com/base/feeds/snippets/10688959294324458483,7.55,5,strong_rescue::block_id|categorical_value|digit_signature|rare_token|token_skeleton,1,0.14814814814814814,0.2262208966430093,0.41111453053041336,0.2618278584405236,0
b000o3d94m,http://www.google.com/base/feeds/snippets/5515688203820371988,7.42718,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1,0.12,0.3668092033419848,0.7078229385104442,0.3982107139508097,0
b000o3d94m,http://www.google.com/base/feeds/snippets/17926987006913487270,7.395395,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1,0.06382978723404255,0.28073027656045496,0.49906364594112135,0.2812079032452063,0
b000ffsgho,http://www.google.com/base/feeds/snippets/17926987006913487270,7.392905,4,strong_rescue::block_id|model_code|rare_token|token_skeleton,1,0.07692307692307693,0.35200389300635887,0.6071717333783611,0.3453662344359323,0
b000gcd73y,http://www.google.com/base/feeds/snippets/18445827127704822533,7.140324,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.2857142857142857,0.225313902999225,0.2449319968147189,0.25198672850940984,0
b00002s6sc,http://www.google.com/base/feeds/snippets/1203903874013146755,7.119934,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.07142857142857142,0.27234963439230836,0.5125137448622157,0.2854306502276985,0
b00002s6sc,http://www.google.com/base/feeds/snippets/12525003246277129153,7.119934,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.07142857142857142,0.27234963439230836,0.5125137448622157,0.2854306502276985,0
b000cditbc,http://www.google.com/base/feeds/snippets/18412791404030697965,7.119314,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.07692307692307693,0.05236007149807874,0.22250739424715987,0.11726351422277186,0
b000fjs8sc,http://www.google.com/base/feeds/snippets/18412791404030697965,7.114462,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.0625,0.05146491760897939,0.23682432792783076,0.11692974851227005,0
b0009y6ewu,http://www.google.com/base/feeds/snippets/18412791404030697965,7.114224,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.016666666666666666,0.02276976020901561,0.07556541437595847,0.03833394708388025,0
b000bo9rt0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.109341,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.23809523809523808,0.16535436050450028,0.2640719510032821,0.22250718320100682,0
b000fabege,http://www.google.com/base/feeds/snippets/18445827127704822533,7.105134,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.23809523809523808,0.14059183879010576,0.31575799613019223,0.23148169100517868,0
b000162zq0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.103586,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.15384615384615385,0.13524020945693474,0.23393253206869946,0.174339631790596,0
b000h774k0,http://www.google.com/base/feeds/snippets/18445827127704822533,7.103103,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.14814814814814814,0.14521787700110414,0.32218545527096165,0.20518382680673797,0
b0009yegcu,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.23809523809523808,0.1497372657348019,0.2465673856001318,0.21146662981005726,0
b000b6n2o4,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.21739130434782608,0.14164501270874014,0.19832147442845785,0.18578593049500802,0
b000edjjhs,http://www.google.com/base/feeds/snippets/18412791404030697965,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.02631578947368421,0.030831362572810515,0.11656118251294505,0.057902778186479924,0
b000epcfz4,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.022900763358778626,0.021903105627697,0.15088847861371277,0.06523078253339613,0
b000fb9w3a,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.14285714285714285,0.14620062556868832,0.26425466628996974,0.18443747823860032,0
b000gkxmea,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.015503875968992248,0.016553442010180684,0.1623401664993035,0.06479916149282548,0
b000ivkrvs,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.25,0.17211913517674454,0.20599572875100125,0.2093716213092486,0
b000ivkrww,http://www.google.com/base/feeds/snippets/18445827127704822533,7.1,4,strong_rescue::block_id|digit_signature|field_presence|model_code,1,0.2631578947368421,0.17314306032520588,0.26240942468887946,0.2329034599169758,0
b00006jo4g,http://www.google.com/base/feeds/snippets/10901373095934236651,7.046345,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.1111111111111111,0.32996940447636575,0.6441555919445787,0.36174536917735184,0
b00006jo4g,http://www.google.com/base/feeds/snippets/11265957088683077055,7.046345,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.1111111111111111,0.32996940447636575,0.6441555919445787,0.36174536917735184,0
b00004tj14,http://www.google.com/base/feeds/snippets/18395209041486825295,7.040043,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.09523809523809523,0.2861381826633124,0.4778439889173314,0.28640675560624634,0
b00002s5ig,http://www.google.com/base/feeds/snippets/10901373095934236651,7.038685,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.12056737588652482,0.4061002579359792,0.5996624803617241,0.3754433713947427,0
b00002s5ig,http://www.google.com/base/feeds/snippets/11265957088683077055,7.038685,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.12056737588652482,0.4061002579359792,0.5996624803617241,0.3754433713947427,0
b000exq2cs,http://www.google.com/base/feeds/snippets/18387170188665857199,7.028799,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.12790697674418605,0.26238015109440543,0.565623655631144,0.3186369278232452,0
b000exw510,http://www.google.com/base/feeds/snippets/18387170188665857199,7.028767,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.11538461538461539,0.1797383329742562,0.5601707980001245,0.2850979154529987,0
b0001ym04e,http://www.google.com/base/feeds/snippets/17199484078910375888,7.02761,3,strong_rescue::block_id|digit_signature|model_code,1,0.08333333333333333,0.1594068593089957,0.23195414899509634,0.15823144721247515,0
b000afkxso,http://www.google.com/base/feeds/snippets/16880957175645692718,7.024775,3,strong_rescue::block_id|digit_signature|model_code,1,0.042735042735042736,0.08403721463072544,0.08684021993845403,0.07120415910140741,0
b000o39tgo,http://www.google.com/base/feeds/snippets/16880028183560827373,7.021517,3,strong_rescue::block_id|digit_signature|model_code,1,0.1076923076923077,0.2905574154126405,0.5097536838250222,0.30266780230999013,0
b000cc09uw,http://www.google.com/base/feeds/snippets/1611810981921795487,7.016615,3,strong_rescue::block_id|digit_signature|model_code,1,0.06944444444444445,0.11850947956181257,0.2310449817849706,0.13966630193040921,0
b0007yepy6,http://www.google.com/base/feeds/snippets/10066664236286478958,7.015641,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.14285714285714285,0.17075345766817793,0.32123004018528145,0.21161354690353407,0
b000i7zabo,http://www.google.com/base/feeds/snippets/16964964575879653222,7.014159,3,strong_rescue::block_id|digit_signature|model_code,1,0.0641025641025641,0.09361846332766073,0.40377464896017246,0.18716522546346578,0
b0007r7e7i,http://www.google.com/base/feeds/snippets/13962528990635632990,7.01376,3,strong_rescue::block_id|digit_signature|model_code,1,0.04597701149425287,0.1394331901857624,0.21924613129469828,0.1348854443249045,0
b0001ym04e,http://www.google.com/base/feeds/snippets/12776057589362570320,7.013254,3,strong_rescue::block_id|digit_signature|model_code,1,0.04065040650406504,0.08319402138459275,0.21831513953479195,0.11405318914114992,0
b000cditbc,http://www.google.com/base/feeds/snippets/1611810981921795487,7.011147,3,strong_rescue::block_id|digit_signature|model_code,1,0.027777777777777776,0.10755276300268497,0.29736978129859926,0.14423344069302066,0
b000hcxklc,http://www.google.com/base/feeds/snippets/18416188802563653999,7.01028,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.016129032258064516,0.08097936960040134,0.1740311834261481,0.09037986176153799,0
b0007yepyg,http://www.google.com/base/feeds/snippets/10066664236286478958,7.009649,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.06666666666666667,0.1046284814123829,0.22867060001115214,0.13332191603006724,0
b000afkxso,http://www.google.com/base/feeds/snippets/15389880066298029811,7.009226,3,strong_rescue::block_id|digit_signature|model_code,1,0.042735042735042736,0.08018535041592803,0.13300706734491183,0.08530915349862754,0
b000bd1ad2,http://www.google.com/base/feeds/snippets/15389880066298029811,7.008045,3,strong_rescue::block_id|digit_signature|model_code,1,0.05154639175257732,0.09813414076499882,0.17890779989434508,0.10952944413730707,0
b000nkj29c,http://www.google.com/base/feeds/snippets/16573354058682977088,7.00699,3,strong_rescue::block_id|digit_signature|model_code,1,0.09482758620689655,0.07715752853325478,0.19450727182486693,0.12216412885500609,0
b000t53788,http://www.google.com/base/feeds/snippets/18400264612493053038,7.005462,3,strong_rescue::block_id|digit_signature|model_code,1,0.023809523809523808,0.07199581263230587,0.1694509183561881,0.08841875159933926,0
b000nkj29c,http://www.google.com/base/feeds/snippets/4699273716641936158,7.005425,3,strong_rescue::block_id|digit_signature|model_code,1,0.09322033898305085,0.0718926382294548,0.2202574579414842,0.1284568117179966,0
b000t53788,http://www.google.com/base/feeds/snippets/15988714852413665745,7.005066,3,strong_rescue::block_id|digit_signature|model_code,1,0.05,0.0887984749432678,0.18948018027840133,0.10942621840722304,0
b0006aaoiw,http://www.google.com/base/feeds/snippets/13962528990635632990,7.001682,3,strong_rescue::block_id|digit_signature|model_code,1,0.02,0.13520398935919842,0.2882596062177197,0.14782119852563935,0
b000hlt5hq,http://www.google.com/base/feeds/snippets/17221922176779319047,6.998524,3,strong_rescue::block_id|digit_signature|model_code,1,0.05128205128205128,0.04795725195301056,0.20877039383812745,0.10266989902439642,0
